nct_id,title,conditions,phase,sponsor,sponsor_class,masking,completion_date,completion_year,period_count,period_title,flow_group_count,arm_mapping_complete,started,completed,attrition,qc_flags,usable
NCT00445679,Paroxetine-referenced Study Evaluating Three Doses of DVS SR in Outpatients With MDD,"Depressive Disorder, Major",PHASE3,Wyeth is now a wholly owned subsidiary of Pfizer,INDUSTRY,TRIPLE,2009-02,2009,1,Overall Study,4,False,,,,arm_mapping_review_needed,False
NCT00497874,An Expert System to Reduce Depression in Primary Care,"Depression | Depressive Disorder, Major",PHASE2,Pro-Change Behavior Systems,OTHER,NONE,2006-06,2006,1,Overall Study,2,False,,,,arm_mapping_review_needed,False
NCT00511810,Omega-3 Fatty Acids as Adjunct Treatment for Major Depressive Disorder,Major Depressive Disorder,PHASE2 / PHASE3,University of Cincinnati,OTHER,NONE,2011-03,2011,1,Overall Study,2,True,20,14,0.30000000000000004,,True
NCT00521352,Repetitive Transcranial Magnetic Stimulation (rTMS) in the Treatment of Panic Disorder With Comorbid Major Depression,Panic Disorder | Major Depressive Disorder,PHASE2,New York State Psychiatric Institute,OTHER,DOUBLE,2011-06,2011,1,Overall Study,2,False,,,,arm_mapping_review_needed,False
NCT00555997,"A 12-Week, Placebo Controlled Trial of Ziprasidone as Monotherapy for Major Depressive Disorder",Major Depressive Disorder,PHASE2,Massachusetts General Hospital,OTHER,QUADRUPLE,2010-06,2010,2,,4,False,,,,multiple_periods_review_needed;arm_mapping_review_needed,False
NCT00578669,Sequential Use of Fluoxetine for Smokers With Elevated Depressive Symptoms,Major Depressive Disorder | Nicotine Dependence | Depression,PHASE3,Butler Hospital,OTHER,DOUBLE,2013-11,2013,1,Overall Study,2,False,,,,arm_mapping_review_needed,False
NCT00596817,Efficacy of Vortioxetine (Lu AA21004) in the Prevention of Relapse of Major Depressive Episodes,Major Depressive Disorder,PHASE3,H. Lundbeck A/S,INDUSTRY,DOUBLE,2009-10,2009,3,,2,True,,,,multiple_periods_review_needed,False
NCT00612807,Treatment of Mood and Marriage Study (TOMMS),Major Depressive Disorder | Partner Relational Disorder (V61.10),PHASE1 / PHASE2,Duke University,OTHER,SINGLE,2010-06,2010,1,Overall Study,2,False,,,,arm_mapping_review_needed,False
NCT00633399,Ziprasidone Augmentation of SSRIs for Patients With Major Depressive Disorder (MDD) That do Not Sufficiently Respond to Treatment With SSRIs,Major Depressive Disorder,PHASE2,Massachusetts General Hospital,OTHER,QUADRUPLE,2014-03,2014,1,Overall Study,2,False,,,,arm_mapping_review_needed,False
NCT00635219,"Randomised Placebo-controlled Duloxetine-referenced Efficacy and Safety Study of 2.5, 5 and 10 mg of Vortioxetine (Lu AA21004) in Acute Treatment of Major Depressive Disorder",Major Depressive Disorder,PHASE3,H. Lundbeck A/S,INDUSTRY,DOUBLE,2009-04,2009,1,Overall Study,5,False,,,,arm_mapping_review_needed,False
NCT00668525,Escitalopram in Adult Patients With Major Depressive Disorder,Major Depressive Disorder,PHASE3,Forest Laboratories,INDUSTRY,TRIPLE,,,1,Overall Study,3,False,,,,arm_mapping_review_needed,False
NCT00672620,Efficacy and Safety of Vortioxetine (Lu AA21004) in the Treatment of Patients With Major Depressive Disorder,Major Depressive Disorder,PHASE3,Takeda,INDUSTRY,DOUBLE,2008-12,2008,1,Overall Study,4,True,611,451,0.2618657937806874,,True
NCT00672958,Efficacy and Safety of Vortioxetine (Lu AA21004) in Treating Adults With Major Depressive Disorder,Major Depressive Disorder,PHASE3,Takeda,INDUSTRY,DOUBLE,2008-11,2008,1,Overall Study,2,True,600,480,0.19999999999999996,,True
NCT00683592,"Randomized, Double-Blind, Placebo Controlled Study of Vilazodone's Efficacy, Safety, and Biomarkers of Response in Major Depressive Disorder (MDD)",Major Depressive Disorder,PHASE3,Forest Laboratories,INDUSTRY,QUADRUPLE,2009-03,2009,1,Overall Study,2,False,,,,arm_mapping_review_needed,False
NCT00683852,"A Double-Blind, Placebo-Controlled Study of Aripiprazole Adjunctive to Antidepressant Therapy",Major Depressive Disorder,PHASE3,Massachusetts General Hospital,OTHER,QUADRUPLE,2009-09,2009,2,,3,False,,,,multiple_periods_review_needed;arm_mapping_review_needed,False
NCT00705003,Efficacy and Safety Study of a Combination Product [Drug:BCI-024 (Buspirone) and Drug:BCI-049 (Melatonin)] to Treat Major Depressive Disorder (MDD),Major Depressive Disorder,PHASE2,Massachusetts General Hospital,OTHER,QUADRUPLE,2008-12,2008,2,,3,False,,,,multiple_periods_review_needed;arm_mapping_review_needed,False
NCT00733980,A Study of the Effects of a New Antidepressant Treatment (GSK561679) in Females With Major Depressive Disorder,"Depressive Disorder, Major",PHASE2,GlaxoSmithKline,INDUSTRY,DOUBLE,2010-06-18,2010,1,Overall Study,2,False,,,,arm_mapping_review_needed,False
NCT00735709,Efficacy Study of Vortioxetine (Lu AA21004) in Adults With Major Depressive Disorder,Major Depressive Disorder,PHASE3,Takeda,INDUSTRY,DOUBLE,2009-08,2009,1,Overall Study,4,True,560,505,0.0982142857142857,,True
NCT00739908,A Study of CX157 (TriRima) for the Treatment of Depression,Major Depressive Disorder,PHASE2,CeNeRx BioPharma Inc.,INDUSTRY,QUADRUPLE,2009-07,2009,1,Overall Study,2,False,,,,arm_mapping_review_needed,False
NCT00742573,Incorporating Patient Treatment Choice to Improve Treatment Retention in Depressed Hispanics,Major Depressive Disorder,PHASE2,New York State Psychiatric Institute,OTHER,SINGLE,2014-01-10,2014,1,Overall Study,2,True,170,51,0.7,,True
NCT00759395,"Study of Antidepressant Efficacy of a Selective, High Affinity Enkephalinergic Agonist in Anxious Major Depressive Disorder (AMDD)",Anxious Major Depressive Disorder,PHASE2,AstraZeneca,INDUSTRY,DOUBLE,2011-10,2011,1,Overall Study,2,True,22,18,0.18181818181818177,,True
NCT00768430,Optimization of IV Ketamine for Treatment Resistant Depression,Major Depressive Disorder (MDD) | Treatment Resistant Depression (TRD),PHASE2,Baylor College of Medicine,OTHER,QUADRUPLE,2012-11,2012,2,,2,False,,,,multiple_periods_review_needed;arm_mapping_review_needed,False
NCT00775203,"A Randomized, Double-blind, Two-arm Study Comparing the Efficacy and Safety of Trazodone Contramid® OAD and Placebo in the Treatment of Unipolar Major Depressive Disorder.",Major Depressive Disorder,PHASE3,Labopharm Inc.,INDUSTRY,QUADRUPLE,2007-11,2007,1,Overall Study,2,False,,,,arm_mapping_review_needed,False
NCT00789854,Comparing Quetiapine XR Monotherapy and Augmentation With Lithium Augmentation in TRD Patients,Major Depressive Disorder | Treatment Resistant Depression,PHASE3,AstraZeneca,INDUSTRY,NONE,2009-08,2009,1,Overall Study,3,False,,,,arm_mapping_review_needed,False
NCT00795821,A Study in Adult Patients With Major Depressive Disorder,"Depressive Disorder, Major",PHASE2 / PHASE3,Eli Lilly and Company,INDUSTRY,QUADRUPLE,2011-03,2011,3,,2,True,,,,multiple_periods_review_needed,False
NCT00797966,Study of the Safety and Efficacy of OPC-34712 as Adjunctive Therapy in the Treatment of Patients With Major Depressive Disorder,Major Depressive Disorder,PHASE2,"Otsuka Pharmaceutical Development & Commercialization, Inc.",INDUSTRY,TRIPLE,2010-07,2010,3,,6,False,,,,multiple_periods_review_needed;arm_mapping_review_needed,False
NCT00798707,Study Evaluating Desvenlafaxine Succinate Sustained Release (DVS SR) in the Treatment of Major Depressive Disorder,Major Depressive Disorder,PHASE3,Pfizer,INDUSTRY,QUADRUPLE,2010-04,2010,1,Overall Study,3,False,,,,arm_mapping_review_needed,False
NCT00807248,Short-term Study of Combination Treatment of Escitalopram and Gaboxadol in Major Depressive Disorder,Major Depressive Disorder,PHASE2,H. Lundbeck A/S,INDUSTRY,DOUBLE,2010-02,2010,1,Overall Study,4,False,,,,arm_mapping_review_needed,False
NCT00811252,Randomised Placebo-controlled Duloxetine-referenced Study of Efficacy and Safety of 5 mg of Vortioxetine (Lu AA21004) in Acute Treatment of Major Depressive Disorder in Elderly Patients,Major Depressive Disorder,PHASE3,H. Lundbeck A/S,INDUSTRY,DOUBLE,2010-03,2010,1,Overall Study,3,True,452,392,0.1327433628318584,,True
NCT00824291,Study Evaluating Desvenlafaxine Succinate Sustained Release In Outpatients With Major Depressive Disorder,"Depressive Disorder, Major",PHASE3,Wyeth is now a wholly owned subsidiary of Pfizer,INDUSTRY,QUADRUPLE,2009-11,2009,1,Overall Study,2,False,,,,arm_mapping_review_needed,False
NCT00839423,Randomised Placebo-controlled Venlafaxine-referenced Study of Efficacy and Safety of 5 and 10 mg of Vortioxetine (Lu AA21004) in Acute Treatment of Major Depressive Disorder in Adults,Major Depressive Disorder,PHASE2,H. Lundbeck A/S,INDUSTRY,DOUBLE,2007-09,2007,1,Overall Study,4,False,,,,arm_mapping_review_needed,False
NCT00840034,A Study of Adjunctive Treatment to Antidepressant Therapy for Adults With Major Depressive Disorder,"Depressive Disorder, Major",PHASE2,Eli Lilly and Company,INDUSTRY,QUADRUPLE,2010-01,2010,2,,2,True,,,,multiple_periods_review_needed,False
NCT00849693,A Study in the Treatment of Children and Adolescents With Major Depressive Disorder,Major Depressive Disorder,PHASE3,Eli Lilly and Company,INDUSTRY,QUADRUPLE,2011-09,2011,2,,4,False,,,,multiple_periods_review_needed;arm_mapping_review_needed,False
NCT00849901,A Study in the Treatment of Children and Adolescents With Major Depressive Disorder,Major Depressive Disorder,PHASE3,Eli Lilly and Company,INDUSTRY,QUADRUPLE,2011-10,2011,2,,3,False,,,,multiple_periods_review_needed;arm_mapping_review_needed,False
NCT00854100,Safety and Efficacy of Cariprazine As Adjunctive Therapy In Major Depressive Disorder,Major Depressive Disorder,PHASE2,Forest Laboratories,INDUSTRY,DOUBLE,2010-12-06,2010,1,Overall Study,3,True,231,205,0.11255411255411252,,True
NCT00863798,Study Evaluating Desvenlafaxine Succinate Sustained Release In Adults With Major Depressive Disorder,Major Depressive Disorder,PHASE3,Wyeth is now a wholly owned subsidiary of Pfizer,INDUSTRY,QUADRUPLE,2010-03,2010,1,Overall Study,3,False,,,,arm_mapping_review_needed,False
NCT00876343,Study of Aripiprazole as an Adjunctive Therapy in Patients With Major Depressive Disorder,Major Depressive Disorder,PHASE3,"Otsuka Pharmaceutical Co., Ltd.",INDUSTRY,QUADRUPLE,2012-07,2012,1,Overall Study,3,False,,,,arm_mapping_review_needed,False
NCT00887224,Relapse Prevention Study Of Desvenlafaxine Succinate Sustained Release In Outpatients With Major Depressive Disorder,Major Depressive Disorder,PHASE3,Pfizer,INDUSTRY,QUADRUPLE,2011-03,2011,7,,3,False,,,,multiple_periods_review_needed;arm_mapping_review_needed,False
NCT00905424,Exploratory Study of SPD489 in Adults With Major Depressive Disorder (MDD) as Augmentation Therapy to an Antidepressant,Major Depressive Disorder,PHASE2,Shire,INDUSTRY,TRIPLE,2010-08-04,2010,1,Overall Study,2,False,,,,arm_mapping_review_needed,False
NCT00962598,The Role Of Omega-3 Fatty Acids In Adolescent Depression,"Depressive Disorder, Major",PHASE2,Icahn School of Medicine at Mount Sinai,OTHER,QUADRUPLE,2013-06,2013,1,Overall Study,2,True,16,16,0.0,,True
NCT00969150,Safety and Efficacy of Levomilnacipran ER (F2695 SR) in Major Depressive Disorder,Major Depressive Disorder,PHASE3,Forest Laboratories,INDUSTRY,TRIPLE,,,1,Overall Study,2,False,,,,arm_mapping_review_needed,False
NCT00969709,Safety and Efficacy of Levomilnacipran ER (F2695 SR) in Major Depressive Disorder,Major Depressive Disorder,PHASE3,Forest Laboratories,INDUSTRY,TRIPLE,,,1,Overall Study,4,False,,,,arm_mapping_review_needed,False
NCT00976560,Clinical Study to Test a New Drug to Treat Major Depression,"Depressive Disorder, Major",PHASE2,GlaxoSmithKline,INDUSTRY,QUADRUPLE,2010-07-07,2010,1,Overall Study,2,False,,,,arm_mapping_review_needed,False
NCT00985725,SPD489 in Adults With Persistent Executive Function Impairments (EFI) and Partial or Full Remission of Recurrent Major Depressive Disorder,Major Depressive Disorder,PHASE2,Shire,INDUSTRY,TRIPLE,2011-04-18,2011,1,Overall Study,2,False,,,,arm_mapping_review_needed,False
NCT01020799,AZD7268 Safety and Tolerability Study,Major Depressive Disorder,PHASE2,AstraZeneca,INDUSTRY,QUADRUPLE,2010-04,2010,1,Overall Study,3,True,247,207,0.16194331983805665,,True
NCT01034462,Safety and Efficacy of Levomilnacipran ER (F2695 SR) in Major Depressive Disorder,Major Depressive Disorder,PHASE3,Forest Laboratories,INDUSTRY,TRIPLE,2011-12,2011,1,Overall Study,2,False,,,,arm_mapping_review_needed,False
NCT01052077,Study of the Safety and Efficacy of OPC-34712 as Adjunctive Therapy in the Treatment of Adults With Major Depressive Disorder,Major Depressive Disorder,PHASE2,"Otsuka Pharmaceutical Development & Commercialization, Inc.",INDUSTRY,TRIPLE,2011-11,2011,3,,4,False,,,,multiple_periods_review_needed;arm_mapping_review_needed,False
NCT01085812,Relapse-Prevention Study With Levomilnacipran ER (F2695 SR) in Patients With Major Depressive Disorder,Depression | Major Depressive Disorder,PHASE3,Forest Laboratories,INDUSTRY,TRIPLE,2011-10,2011,3,,2,False,,,,multiple_periods_review_needed;arm_mapping_review_needed,False
NCT01138007,A Fixed Dose Study of 323U66 SR in the Treatment of Major Depressive Disorder (MDD),"Depressive Disorder, Major",PHASE3,GlaxoSmithKline,INDUSTRY,DOUBLE,2012-08-07,2012,1,Overall Study,3,False,,,,arm_mapping_review_needed,False
NCT01140906,Randomised Placebo-controlled Duloxetine-referenced Study of Efficacy and Safety of 15 and 20 mg of Vortioxetine (Lu AA21004) in Acute Treatment of Major Depressive Disorder in Adults,Major Depressive Disorder,PHASE3,H. Lundbeck A/S,INDUSTRY,DOUBLE,,,1,Overall Study,4,False,,,,arm_mapping_review_needed,False
NCT01152554,A Study to Assess the Long- Term Safety of TC-5214 as an Adjunct Therapy in Patients With Major Depressive Disorder,Major Depressive Disorder | MDD | Depression,PHASE3,AstraZeneca,INDUSTRY,QUADRUPLE,2012-02,2012,1,Overall Study,2,False,,,,arm_mapping_review_needed,False
NCT01153009,Safety and Efficacy of Vortioxetine (Lu AA21004) in Adults With Major Depressive Disorder,"Depressive Disorder, Major",PHASE3,Takeda,INDUSTRY,QUADRUPLE,2012-03,2012,1,Overall Study,4,True,614,470,0.23452768729641693,,True
NCT01153347,A Study to Assess the Efficacy and Safety of TC-5214 as an Adjunct Therapy in Patients With Major Depressive Disorder,Major Depressive Disorder | Depression,PHASE3,AstraZeneca,INDUSTRY,QUADRUPLE,2012-01,2012,1,Overall Study,4,False,,,,arm_mapping_review_needed,False
NCT01157078,A Study to Assess the Efficacy and Safety of TC-5214 as an Adjunct Therapy in Patients With Major Depressive Disorder (MDD),Major Depressive Disorder | Depression,PHASE3,AstraZeneca,INDUSTRY,QUADRUPLE,2011-11,2011,1,Overall Study,2,True,319,248,0.22257053291536055,,True
NCT01163266,Efficacy and Safety Study of Vortioxetine (Lu AA21004) in Adults With Major Depressive Disorder,"Depressive Disorder, Major",PHASE3,Takeda,INDUSTRY,QUADRUPLE,2012-01,2012,1,Overall Study,3,True,462,385,0.16666666666666663,,True
NCT01173601,A Fixed Dose Study of Adjunctive Treatment to Antidepressant Therapy for Adults With Major Depressive Disorder,Major Depressive Disorder,PHASE3,Eli Lilly and Company,INDUSTRY,QUADRUPLE,2013-10,2013,2,,5,False,,,,multiple_periods_review_needed;arm_mapping_review_needed,False
NCT01179516,Safety and Efficacy Study of Vortioxetine (Lu AA21004) in Adults With Major Depressive Disorder,"Depressive Disorder, Major",PHASE3,Takeda,INDUSTRY,QUADRUPLE,2012-06,2012,1,Overall Study,3,True,469,385,0.17910447761194026,,True
NCT01180400,A Study to Assess the Efficacy and Safety of TC-5214 as an Adjunct Therapy in Patients With Major Depressive Disorder,Major Depressive Disorder | Depression,PHASE3,AstraZeneca,INDUSTRY,QUADRUPLE,2011-09,2011,1,Overall Study,2,True,295,243,0.17627118644067796,,True
NCT01185340,A Study in Participants With Major Depressive Disorder Who Are Partial Responders to Selective Serotonin Reuptake Inhibitor,Major Depressive Disorder,PHASE3,Eli Lilly and Company,INDUSTRY,DOUBLE,2013-04,2013,2,,4,False,,,,multiple_periods_review_needed;arm_mapping_review_needed,False
NCT01187407,A Study of Flexible or Fixed Dose LY2216684 as Adjunctive Treatment for Participants With Major Depressive Disorder Who Have Had a Partial Response to Selective Serotonin Reuptake Inhibitor (SSRI) Treatment,Major Depressive Disorder (MDD),PHASE3,Eli Lilly and Company,INDUSTRY,QUADRUPLE,2013-08,2013,2,,5,False,,,,multiple_periods_review_needed;arm_mapping_review_needed,False
NCT01189812,Safety and Efficacy Study of Citalopram and Lithium for the Treatment of Depressive Mood Disorder Symptoms,Major Depressive Disorder | Dysthymia | Depression Not Otherwise Specified | Borderline Personality Disorder,PHASE2,Columbia Northwest Pharmaceuticals,INDUSTRY,QUADRUPLE,2011-01,2011,1,Overall Study,2,False,,,,arm_mapping_review_needed,False
NCT01197508,A Study to Assess the Efficacy and Safety of TC-5214 as an Adjunct Therapy in Patients With Major Depressive Disorder.,Major Depressive Disorder,PHASE3,AstraZeneca,INDUSTRY,QUADRUPLE,2012-01,2012,1,Overall Study,4,True,696,578,0.16954022988505746,,True
NCT01254305,Safety and Efficacy of Levomilnacipran ER (F2695 SR) in Adults With Fatigue Associated With Major Depressive Disorder,Major Depressive Disorder,PHASE2,Forest Laboratories,INDUSTRY,TRIPLE,2012-07,2012,1,Overall Study,3,False,,,,arm_mapping_review_needed,False
NCT01255787,Efficacy and Safety Study of Vortioxetine (Lu AA21004) for Treatment of Major Depressive Disorder,"Depressive Disorder, Major",PHASE2 / PHASE3,Takeda,INDUSTRY,QUADRUPLE,2012-04,2012,1,Overall Study,4,True,600,527,0.1216666666666667,,True
NCT01299272,A Study in Prevention of Re-emergence of Depression Symptoms,Major Depressive Disorder,PHASE3,Eli Lilly and Company,INDUSTRY,TRIPLE,2013-11,2013,3,,4,False,,,,multiple_periods_review_needed;arm_mapping_review_needed,False
NCT01312922,Pipamperone/Citalopram (PNB01) Versus Citalopram (CIT) and Versus Pipamperone (PIP) in Major Depressive Disorder (MDD),Major Depressive Disorder,PHASE3,PharmaNeuroBoost N.V.,INDUSTRY,QUADRUPLE,2012-12,2012,1,Overall Study,3,True,555,383,0.30990990990990996,,True
NCT01355081,Efficacy Study of Vortioxetine (Lu AA21004) for Treatment of Major Depressive Disorder,Major Depressive Disorder,PHASE3,Takeda,INDUSTRY,QUADRUPLE,2012-12,2012,1,Overall Study,3,True,366,338,0.07650273224043713,,True
NCT01360632,Study of the Safety and Efficacy of Two Fixed Doses of OPC-34712 as Adjunctive Therapy in the Treatment of Adults With Major Depressive Disorder (the Polaris Trial),"Depressive Disorder | Depression | Depressive Disorder, Major | Mood Disorders | Mental Disorders",PHASE3,"Otsuka Pharmaceutical Development & Commercialization, Inc.",INDUSTRY,TRIPLE,2013-09,2013,3,,5,False,,,,multiple_periods_review_needed;arm_mapping_review_needed,False
NCT01360645,Study of the Safety and Efficacy of Fixed Dose OPC-34712 as Adjunctive Therapy in the Treatment of Adults With Major Depressive Disorder (the Pyxis Trial),"Depressive Disorder | Depression | Depressive Disorder, Major | Mood Disorders | Mental Disorders",PHASE3,"Otsuka Pharmaceutical Development & Commercialization, Inc.",INDUSTRY,TRIPLE,2013-06,2013,3,,4,False,,,,multiple_periods_review_needed;arm_mapping_review_needed,False
NCT01368432,Lexapro for the Treatment of Traumatic Brain Injury (TBI) Depression & Other Psychiatric Conditions,TBI | Major Depression | Other Psychiatric Disorders,PHASE2,Johns Hopkins University,OTHER,QUADRUPLE,2013-03,2013,1,Overall Study,2,True,14,13,0.0714285714285714,,True
NCT01370733,Synchronized Transcranial Magnetic Stimulation (sTMS) in Major Depressive Disorder,Major Depressive Disorder,PHASE3,Wave Neuroscience,INDUSTRY,QUADRUPLE,2013-09,2013,1,Overall Study,2,True,202,163,0.19306930693069302,,True
NCT01371734,A Study Of DVS SR In Treatment Of Children And Adolescent Outpatients With MDD,Major Depressive Disorder,PHASE3,Pfizer,INDUSTRY,TRIPLE,2015-09,2015,1,Overall Study,3,False,,,,arm_mapping_review_needed,False
NCT01372150,A Study Of DVS SR In Treatment Of Children And Adolescent Outpatients With MDD,Major Depressive Disorder,PHASE3,Pfizer,INDUSTRY,TRIPLE,2015-03-20,2015,1,Overall Study,3,False,,,,arm_mapping_review_needed,False
NCT01377194,Safety and Efficacy of Levomilnacipran ER (Levomilnacipran SR) in Major Depressive Disorder,Major Depressive Disorder,PHASE3,Forest Laboratories,INDUSTRY,TRIPLE,2012-03,2012,1,Overall Study,3,False,,,,arm_mapping_review_needed,False
NCT01407575,Buprenorphine for Treatment Resistant Depression,"Depression | Depressive Disorder | Depressive Disorder, Major",PHASE3,University of Pittsburgh,OTHER,TRIPLE,2013-08,2013,1,Overall Study,2,True,13,10,0.23076923076923073,,True
NCT01421134,Major Depressive Disorder (MDD) With Mixed Features - Flexible Dose,Major Depressive Disorder With Mixed Features,PHASE3,"Sumitomo Pharma America, Inc.",INDUSTRY,QUADRUPLE,2014-10,2014,1,Overall Study,2,True,211,189,0.10426540284360186,,True
NCT01421342,VA Augmentation and Switching Treatments for Improving Depression Outcomes,Major Depressive Disorder,PHASE3,VA Office of Research and Development,FED,NONE,2016-06,2016,3,,3,True,,,,multiple_periods_review_needed,False
NCT01422213,Efficacy Study of Vortioxetine on Cognitive Dysfunction in Adult Patients With Major Depressive Disorder,Major Depressive Disorder,PHASE3,H. Lundbeck A/S,INDUSTRY,DOUBLE,,,1,Overall Study,3,True,598,514,0.14046822742474918,,True
NCT01428661,Melatonin Agonist Effects of Tasimelteon Versus Placebo in Patients With Major Depressive Disorder,Major Depressive Disorder,PHASE2 / PHASE3,Vanda Pharmaceuticals,INDUSTRY,QUADRUPLE,2013-05,2013,2,,3,False,,,,multiple_periods_review_needed;arm_mapping_review_needed,False
NCT01435759,SPD489 in Combination With an Antidepressant in the Treatment of Adults With Major Depressive Disorder,Major Depressive Disorder,PHASE2,Shire,INDUSTRY,QUADRUPLE,2014-01-17,2014,2,,6,False,,,,multiple_periods_review_needed;arm_mapping_review_needed,False
NCT01436149,Efficacy and Safety Study of SPD489 in Combination With an Antidepressant in the Treatment of Adults With Major Depressive Disorder,Major Depressive Disorder,PHASE3,Shire,INDUSTRY,QUADRUPLE,2013-12-23,2013,2,,3,False,,,,multiple_periods_review_needed;arm_mapping_review_needed,False
NCT01436162,Efficacy and Safety Study of SPD489 in Combination With an Antidepressant in the Treatment of Adults With Major Depressive Disorder,Major Depressive Disorder,PHASE3,Shire,INDUSTRY,QUADRUPLE,2013-12-10,2013,2,,3,False,,,,multiple_periods_review_needed;arm_mapping_review_needed,False
NCT01441440,Venlafaxine ER Phase 3 Study for Major Depressive Disorder (MDD),Major Depressive Disorder,PHASE3,Pfizer's Upjohn has merged with Mylan to form Viatris Inc.,INDUSTRY,QUADRUPLE,2014-03,2014,1,Overall Study,3,False,,,,arm_mapping_review_needed,False
NCT01469377,Safety and Efficacy of Cariprazine as an Adjunctive to Antidepressant Therapy in Major Depressive Disorder,Major Depressive Disorder,PHASE2,Forest Laboratories,INDUSTRY,QUADRUPLE,2013-12-12,2013,1,Overall Study,3,True,819,670,0.18192918192918195,,True
NCT01482221,A Study to Assess the Effect and Safety of AZD6765 in Patients With Major Depressive Disorder,Major Depressive Disorder,PHASE2,AstraZeneca,INDUSTRY,QUADRUPLE,2013-08-26,2013,1,Overall Study,3,False,,,,arm_mapping_review_needed,False
NCT01488071,A Study of Vortioxetine (Lu AA21004) in Comparison to Agomelatine in Adults Suffering From Major Depression With Inadequate Response to Previous Medication,Major Depressive Disorder,PHASE3,H. Lundbeck A/S,INDUSTRY,DOUBLE,,,1,Overall Study,2,True,495,379,0.2343434343434343,,True
NCT01500200,A Study to Evaluate ALKS 5461 in Subjects With Major Depressive Disorder (MDD),Major Depressive Disorder,PHASE2,"Alkermes, Inc.",INDUSTRY,QUADRUPLE,2013-03,2013,2,,6,False,,,,multiple_periods_review_needed;arm_mapping_review_needed,False
NCT01558063,Ketamine in the Treatment of Depression,Major Depressive Disorder,PHASE2,Columbia University,OTHER,TRIPLE,2019-10,2019,1,Overall Study,6,True,38,38,0.0,,True
