nct_id,title,conditions,phase,sponsor,sponsor_class,masking,completion_date,completion_year,period_count,period_title,flow_group_count,arm_mapping_complete,started,completed,attrition,qc_flags,usable
NCT03429075,Psilocybin vs Escitalopram for Major Depressive Disorder: Comparative Mechanisms,"Depressive Disorder, Major",PHASE2,Imperial College London,OTHER,DOUBLE,2020-10-17,2020,1,Overall Study,2,True,59,59,0.0,,True
NCT02458690,eIMPACT Trial: Modernized Collaborative Care to Reduce the Excess CVD Risk of Older Depressed Patients,Depression | Major Depressive Disorder | Dysthymic Disorder | Depressive Symptoms | Cardiovascular Diseases | Heart Diseases | Coronary Artery Disease | Stroke,PHASE2,Indiana University,OTHER,SINGLE,2021-03,2021,1,Overall Study,2,True,216,199,0.07870370370370372,,True
NCT02674529,Study of Neural Responses Induced by Antidepressant Effects,Major Depressive Disorder,PHASE2 / PHASE3,"Marta Peciña, MD PhD",OTHER,TRIPLE,2021-05,2021,1,Overall Study,2,True,54,46,0.14814814814814814,,True
NCT04442490,A Study to Evaluate the Efficacy of Sage-217 in the Treatment of Adult Participants With Major Depressive Disorder (MDD),"Depressive Disorder, Major",PHASE3,Biogen,INDUSTRY,QUADRUPLE,2021-04-21,2021,1,Overall Study,2,True,543,477,0.12154696132596687,,True
NCT04476030,A Comparative Study of Sage-217 Plus an Antidepressant (ADT) Versus Placebo Plus an ADT in Adults With Major Depressive Disorder,"Depressive Disorder, Major",PHASE3,Biogen,INDUSTRY,QUADRUPLE,2021-12-22,2021,1,Overall Study,2,True,440,357,0.1886363636363636,,True
NCT02553915,Omega-3 Fatty Acids for Major Depressive Disorder With High Inflammation: A Personalized Approach,Major Depressive Disorder | Overweight | Inflammation,PHASE2 / PHASE3,Massachusetts General Hospital,OTHER,QUADRUPLE,2022-03-31,2022,1,Overall Study,4,True,61,50,0.180327868852459,,True
NCT03113968,ELEKT-D: Electroconvulsive Therapy (ECT) vs. Ketamine in Patients With Treatment Resistant Depression (TRD),Treatment Resistant Depression | Electroconvulsive Therapy | ECT | Ketamine | Psychiatric Disorder | Depression | Major Depressive Disorder | Major Depressive Episode | Unipolar Depression,PHASE2 / PHASE3,Bo Hu,OTHER,NONE,2022-11-17,2022,1,Overall Study,2,True,403,368,0.08684863523573205,,True
NCT03433339,Spinal Cord Stimulation for the Treatment of Major Depressive Disorder,Major Depressive Disorder,PHASE1 / PHASE2,University of Cincinnati,OTHER,QUADRUPLE,2022-09-13,2022,1,Overall Study,2,True,20,14,0.30000000000000004,,True
NCT03866174,A Study of Psilocybin for Major Depressive Disorder (MDD),"Depressive Disorder, Major",PHASE2,Usona Institute,OTHER,TRIPLE,2022-06-28,2022,1,Overall Study,2,True,104,92,0.11538461538461542,,True
NCT04103892,A Study of CLE-100 (Oral Esketamine) in Addition to Standard Antidepressant Drug for Major Depressive Disorder - CLEO Study,Adjunctive Treatment of Major Depressive Disorder,PHASE2,Clexio Biosciences Ltd.,INDUSTRY,DOUBLE,2022-10-05,2022,1,Overall Study,4,True,146,129,0.11643835616438358,,True
NCT04345471,A Study of MD-120 in Patients With Depression,Major Depressive Disorder,PHASE3,"Mochida Pharmaceutical Company, Ltd.",INDUSTRY,QUADRUPLE,2022-09-14,2022,1,Overall Study,3,True,615,566,0.07967479674796751,,True
NCT04437485,eIMPACT-DM Pilot Trial: Depression Treatment to Reduce Diabetes Risk,Depression | Major Depressive Disorder | Dysthymic Disorder | Depressive Symptoms | Type 2 Diabetes | PreDiabetes | Insulin Resistance,PHASE2,Indiana University,OTHER,SINGLE,2022-08-29,2022,1,Overall Study,2,True,46,39,0.15217391304347827,,True
NCT04479852,A Study of the Safety and Efficacy of SP-624 in the Treatment of Adults With Major Depressive Disorder,Major Depressive Disorder,PHASE2,"Sirtsei Pharmaceuticals, Inc.",INDUSTRY,QUADRUPLE,2022-08-09,2022,1,Overall Study,2,True,319,263,0.17554858934169282,,True
NCT04688164,A Study to Assess the Efficacy and Safety of REL-1017 as Adjunctive Treatment for Major Depressive Disorder (MDD),Major Depressive Disorder,PHASE3,"Relmada Therapeutics, Inc.",INDUSTRY,QUADRUPLE,2022-11-10,2022,1,Overall Study,2,True,227,205,0.09691629955947134,,True
NCT05081167,A Study to Assess the Efficacy and Safety of REL-1017 as Monotherapy for Major Depressive Disorder (MDD),Major Depressive Disorder,PHASE3,"Relmada Therapeutics, Inc.",INDUSTRY,QUADRUPLE,2022-09-14,2022,1,Overall Study,2,True,232,210,0.09482758620689657,,True
NCT02461927,Ketamine for the Rapid Treatment of Major Depressive Disorder and Alcohol Use Disorder,Major Depressive Disorder | Alcohol Use Disorder,PHASE1 / PHASE2,VA Office of Research and Development,FED,QUADRUPLE,2023-10-30,2023,1,Overall Study,3,True,65,41,0.36923076923076925,,True
NCT04504253,A Pilot Study of Creatine Monohydrate as an Augmenting Agent for ECT in Persons With Major Depressive Disorder,Major Depressive Disorder,PHASE3,University of Utah,OTHER,QUADRUPLE,2023-08-02,2023,1,Overall Study,2,True,18,12,0.33333333333333337,,True
NCT05686408,Study to Evaluate TNX-601 ER Monotherapy Versus Placebo in Patients With Major Depressive Disorder (MDD),"Depression | Depressive Disorder | Depressive Symptoms | Depressive Disorder, Major | Depressive Episode | Depression Severe",PHASE2,"Tonix Pharmaceuticals, Inc.",INDUSTRY,QUADRUPLE,2023-09-29,2023,1,Overall Study,2,True,132,111,0.15909090909090906,,True
NCT04395183,5-HTP and Creatine for Depression,Major Depressive Disorder,PHASE2,University of Utah,OTHER,DOUBLE,2024-03-01,2024,1,Overall Study,4,True,43,38,0.11627906976744184,,True
NCT04521478,A Study to Test the Effect of Different Doses of BI 1358894 and Quetiapine in People With Depression,"Depressive Disorder, Major",PHASE2,Boehringer Ingelheim,INDUSTRY,DOUBLE,2024-02-02,2024,1,Overall Study,6,True,389,340,0.12596401028277637,,True
NCT04985942,Clinical Trial of Lumateperone as Adjunctive Therapy in the Treatment of Patients With Major Depressive Disorder,Major Depressive Disorder,PHASE3,"Intra-Cellular Therapies, Inc.",INDUSTRY,TRIPLE,2024-02-27,2024,1,Overall Study,2,True,484,452,0.06611570247933884,,True
NCT05061706,Multicenter Study of Lumateperone as Adjunctive Therapy in the Treatment of Patients With Major Depressive Disorder,Major Depressive Disorder,PHASE3,"Intra-Cellular Therapies, Inc.",INDUSTRY,TRIPLE,2024-04-12,2024,1,Overall Study,2,True,480,429,0.10624999999999996,,True
NCT06280235,A Study to Test Different Doses of BI 1569912 in People With Depression Who Take Anti-depressive Medicine,"Depressive Disorder, Major",PHASE2,Boehringer Ingelheim,INDUSTRY,QUADRUPLE,2025-03-28,2025,1,Overall Study,4,True,243,224,0.07818930041152261,,True
NCT06340958,A Study of CLE-100 (Oral Esketamine) as an Adjunctive Treatment to Standard Antidepressants for Major Depressive Disorder,Adjunctive Treatment of Major Depressive Disorder (MDD),PHASE2,Clexio Biosciences Ltd.,INDUSTRY,DOUBLE,2025-11-25,2025,1,Overall Study,2,True,99,82,0.1717171717171717,,True
NCT06558344,A Study to Test Different Doses of BI 1569912 in People With Depression,"Depressive Disorder, Major",PHASE2,Boehringer Ingelheim,INDUSTRY,DOUBLE,2025-05-12,2025,1,Overall Study,4,True,225,193,0.14222222222222225,,True
